"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2000","2000",14927607,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2001","2001",14915760,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2002","2002",14919598,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2003","2003",14882522,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2004","2004",15402579,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2005","2005",14928212,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2006","2006",14999546,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2007","2007",15006042,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2008","2008",15042732,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2009","2009",14780237,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2010","2010",14474030,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2011","2011",14253594,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2012","2012",13906691,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2013","2013",13696184,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2014","2014",13522396,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2015","2015",13258546,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2016","2016",13147450,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2017","2017",12911238,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","AUT","Austria","2018","2018",12744275,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2010","2010",9684640,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2011","2011",9603222,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2012","2012",9317440,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2013","2013",9340431,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2014","2014",9351160,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2015","2015",9405337,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2016","2016",9425429,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2017","2017",9282083,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CHE","Switzerland","2018","2018",9151640,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2000","2000",11,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2001","2001",11,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2002","2002",11,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2003","2003",10.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2010","2010",10,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2011","2011",10.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2012","2012",9.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2013","2013",8.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2014","2014",8,"B","Break"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2015","2015",7.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2016","2016",7.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2017","2017",7.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","KOR","Korea","2018","2018",7.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2002","2002",9.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2003","2003",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2004","2004",8.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2005","2005",9.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2006","2006",8.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2007","2007",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2008","2008",9.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2009","2009",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2010","2010",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2011","2011",8.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2012","2012",8.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2013","2013",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2014","2014",8.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2015","2015",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2016","2016",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2017","2017",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","LUX","Luxembourg","2018","2018",9.3,"P","Provisional value"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2000","2000",13399.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2001","2001",13268.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2002","2002",13278,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2003","2003",13570.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2004","2004",13563.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2005","2005",13590,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2006","2006",13391.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2007","2007",13335.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2008","2008",13582.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2009","2009",13589.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2010","2010",13566.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2011","2011",13417.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2012","2012",13365.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2013","2013",13254,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2014","2014",13264.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2015","2015",13197.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2016","2016",13099,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2017","2017",13144.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",13121.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2000","2000",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2001","2001",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2002","2002",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2003","2003",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2004","2004",8.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2005","2005",8.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2006","2006",8.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2007","2007",8.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2008","2008",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2009","2009",8.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2010","2010",8.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2011","2011",8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2012","2012",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2013","2013",7.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2014","2014",7.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2015","2015",7.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2016","2016",7.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2017","2017",7.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","BEL","Belgium","2018","2018",7.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2000","2000",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2001","2001",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2002","2002",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2003","2003",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2004","2004",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2005","2005",5.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2006","2006",5.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2007","2007",4.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2008","2008",4.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2009","2009",4.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2010","2010",4.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2011","2011",3.9,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2012","2012",4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2013","2013",3.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2014","2014",4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2015","2015",3.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2016","2016",4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2017","2017",4.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","TUR","Turkey","2018","2018",4.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2001","2001",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2002","2002",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2003","2003",6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2004","2004",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2005","2005",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2006","2006",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2007","2007",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2008","2008",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2009","2009",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2010","2010",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2011","2011",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2012","2012",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2013","2013",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2014","2014",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2015","2015",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2016","2016",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2017","2017",6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","CHL","Chile","2018","2018",6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2000","2000",16025,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2001","2001",16394.3,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2002","2002",17021.7,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2003","2003",17529.7,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2004","2004",18349.3,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2005","2005",18743.6,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2006","2006",19059.9,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2007","2007",19526.6,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2008","2008",19832.5,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2009","2009",20419.3,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2010","2010",19756.7,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2011","2011",19610.5,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2012","2012",19452.7,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2013","2013",14377.8,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GRC","Greece","2014","2014",13752.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2000","2000",23557.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2001","2001",23847.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2002","2002",24599.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2003","2003",24978.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2004","2004",25072.1,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2005","2005",25329.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2006","2006",24584.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2007","2007",21026.4,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2008","2008",21156.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2009","2009",21302,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2010","2010",20648.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2011","2011",20659.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2012","2012",20268,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2013","2013",20207.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2014","2014",20396.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2015","2015",20061.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2016","2016",19941.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2017","2017",19494.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","HUN","Hungary","2018","2018",19254.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2000","2000",7634.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2001","2001",8031.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2002","2002",8313,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2003","2003",8546.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2004","2004",9489.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2005","2005",10155.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2006","2006",11056.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2007","2007",12390.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2008","2008",13593.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2009","2009",13705.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2010","2010",14355.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2011","2011",15197.8,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2012","2012",15722.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2013","2013",16028.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2014","2014",16669.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2015","2015",17081,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2016","2016",16735,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2017","2017",16845.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","TUR","Turkey","2018","2018",16540.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2000","2000",8.4,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2001","2001",8,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2002","2002",7.8,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2003","2003",8.7,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2004","2004",7.8,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2005","2005",7.6,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2006","2006",7.3,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2007","2007",6.9,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2008","2008",6.6,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2009","2009",6.7,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2010","2010",6.6,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2011","2011",6.8,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2012","2012",7,"D","Difference in methodology"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2013","2013",7.5,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","GRC","Greece","2014","2014",7.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2000","2000",15701.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2001","2001",16566.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2002","2002",17519.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2003","2003",17317.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2004","2004",17551.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2005","2005",14294.7,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2006","2006",14925.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2007","2007",14590.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2008","2008",14803,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2009","2009",16234.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2010","2010",16171.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2011","2011",16345.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2012","2012",16423.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2013","2013",16699,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2014","2014",17134.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2015","2015",16957.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2016","2016",17923.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2017","2017",18151.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","POL","Poland","2018","2018",17302.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2000","2000",332601,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2001","2001",330302,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2002","2002",327175,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2003","2003",337352,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2004","2004",344976,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2005","2005",351476,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2006","2006",357143,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2007","2007",361974,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2008","2008",367719,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2009","2009",364860,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2010","2010",363505,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2011","2011",358195,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2012","2012",351915,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVN","Slovenia","2013","2013",373899,"B","Break"
